record_type,entity_type,id,tipo_alerta,fecha,severidad,descripcion,resuelta,nombre,codigo,ciudad,tipo,riesgo,nivel_riesgo,edad,genero,fecha_registro,email,telefono,categoria,saldo,estado,fecha_apertura,limite_credito,ip_address,user_agent,ultima_conexion,numero,fecha_expiracion,limite,monto,fraudulenta,canal,razones_sospecha,latitud,longitud,pais,direccion,start_id,end_id,distancia_km,es_anomala,cambio_pais,fecha_destino,tipo_destino,es_sospechosa,frecuencia_cliente,es_comercio_habitual,coincidencia_categoria,score_riesgo,regla_activada,prioridad,fecha_origen,tipo_operacion,es_inusual,fecha_asociacion,canal_apertura,verificada,fecha_asignacion,tipo_relacion,es_principal,fecha_emision,estado_asignacion,fecha_uso,primera_vez,veces_usado,dispositivo_nuevo,coincidencia_usuario,metodo_autenticacion,intento_fallido,tarjeta_nueva
node,Banco,BAN-00001,,,,,,Banco Central 1,BC100,Guatemala,Tradicional,False,Bajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Banco,BAN-00002,,,,,,Banco Maya 1,BC101,Quetzaltenango,Digital,True,Alto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Banco,BAN-00003,,,,,,Banco Pacifico 1,BC102,Antigua Guatemala,Tradicional,False,Medio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Banco,BAN-00004,,,,,,Banco Norte 1,BC103,San Salvador,Digital,True,Alto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Banco,BAN-00005,,,,,,Banco Digital 1,BC104,Ciudad de Mexico,Tradicional,False,Bajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-00001,,,,,,,,Guatemala,,,,,,,,,,,,,,,,,,,,,,,,14.634900,-90.506900,Guatemala,"Avenida 100, zona 1, Guatemala",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-00002,,,,,,,,Quetzaltenango,,,,,,,,,,,,,,,,,,,,,,,,14.865100,-91.541500,Guatemala,"Avenida 101, zona 2, Quetzaltenango",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-00003,,,,,,,,Antigua Guatemala,,,,,,,,,,,,,,,,,,,,,,,,14.584600,-90.751500,Guatemala,"Avenida 102, zona 3, Antigua Guatemala",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-00004,,,,,,,,San Salvador,,,,,,,,,,,,,,,,,,,,,,,,13.731900,-89.251200,El Salvador,"Avenida 103, zona 4, San Salvador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-00005,,,,,,,,Ciudad de Mexico,,,,,,,,,,,,,,,,,,,,,,,,19.484600,-99.177200,Mexico,"Avenida 104, zona 5, Ciudad de Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-00006,,,,,,,,Bogota,,,,,,,,,,,,,,,,,,,,,,,,4.776000,-74.127100,Colombia,"Avenida 105, zona 6, Bogota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-00007,,,,,,,,Madrid,,,,,,,,,,,,,,,,,,,,,,,,40.494800,-3.769800,Espana,"Avenida 106, zona 7, Madrid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-00008,,,,,,,,Miami,,,,,,,,,,,,,,,,,,,,,,,,25.852700,-80.268800,Estados Unidos,"Avenida 107, zona 8, Miami",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-00009,,,,,,,,Guatemala,,,,,,,,,,,,,,,,,,,,,,,,14.738900,-90.594900,Guatemala,"Avenida 108, zona 9, Guatemala",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-00010,,,,,,,,Quetzaltenango,,,,,,,,,,,,,,,,,,,,,,,,14.969100,-91.629500,Guatemala,"Avenida 109, zona 10, Quetzaltenango",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-00011,,,,,,,,Antigua Guatemala,,,,,,,,,,,,,,,,,,,,,,,,14.688600,-90.839500,Guatemala,"Avenida 110, zona 11, Antigua Guatemala",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-00012,,,,,,,,San Salvador,,,,,,,,,,,,,,,,,,,,,,,,13.835900,-89.339200,El Salvador,"Avenida 111, zona 12, San Salvador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-00013,,,,,,,,Ciudad de Mexico,,,,,,,,,,,,,,,,,,,,,,,,19.588600,-99.265200,Mexico,"Avenida 112, zona 1, Ciudad de Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-00014,,,,,,,,Bogota,,,,,,,,,,,,,,,,,,,,,,,,4.880000,-74.215100,Colombia,"Avenida 113, zona 2, Bogota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-00015,,,,,,,,Madrid,,,,,,,,,,,,,,,,,,,,,,,,40.598800,-3.857800,Espana,"Avenida 114, zona 3, Madrid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-00016,,,,,,,,Miami,,,,,,,,,,,,,,,,,,,,,,,,25.956700,-80.356800,Estados Unidos,"Avenida 115, zona 4, Miami",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-00017,,,,,,,,Guatemala,,,,,,,,,,,,,,,,,,,,,,,,14.842900,-90.682900,Guatemala,"Avenida 116, zona 5, Guatemala",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
