record_type,entity_type,id,tipo_alerta,fecha,severidad,descripcion,resuelta,nombre,codigo,ciudad,tipo,riesgo,nivel_riesgo,edad,genero,fecha_registro,email,telefono,categoria,saldo,estado,fecha_apertura,limite_credito,ip_address,user_agent,ultima_conexion,numero,fecha_expiracion,limite,monto,fraudulenta,canal,razones_sospecha,latitud,longitud,pais,direccion,start_id,end_id,distancia_km,es_anomala,cambio_pais,fecha_destino,tipo_destino,es_sospechosa,frecuencia_cliente,es_comercio_habitual,coincidencia_categoria,score_riesgo,regla_activada,prioridad,fecha_origen,tipo_operacion,es_inusual,fecha_asociacion,canal_apertura,verificada,fecha_asignacion,tipo_relacion,es_principal,fecha_emision,estado_asignacion,fecha_uso,primera_vez,veces_usado,dispositivo_nuevo,coincidencia_usuario,metodo_autenticacion,intento_fallido,tarjeta_nueva
node,Banco,BAN-03001,,,,,,Banco Central 4,BC400,Guatemala,Tradicional,False,Bajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Banco,BAN-03002,,,,,,Banco Maya 4,BC401,Quetzaltenango,Digital,True,Alto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Banco,BAN-03003,,,,,,Banco Pacifico 4,BC402,Antigua Guatemala,Tradicional,False,Medio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Banco,BAN-03004,,,,,,Banco Norte 4,BC403,San Salvador,Digital,True,Alto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Banco,BAN-03005,,,,,,Banco Digital 4,BC404,Ciudad de Mexico,Tradicional,False,Bajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-03001,,,,,,,,Guatemala,,,,,,,,,,,,,,,,,,,,,,,,14.634900,-90.506900,Guatemala,"Avenida 100, zona 1, Guatemala",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-03002,,,,,,,,Quetzaltenango,,,,,,,,,,,,,,,,,,,,,,,,14.865100,-91.541500,Guatemala,"Avenida 101, zona 2, Quetzaltenango",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-03003,,,,,,,,Antigua Guatemala,,,,,,,,,,,,,,,,,,,,,,,,14.584600,-90.751500,Guatemala,"Avenida 102, zona 3, Antigua Guatemala",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-03004,,,,,,,,San Salvador,,,,,,,,,,,,,,,,,,,,,,,,13.731900,-89.251200,El Salvador,"Avenida 103, zona 4, San Salvador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-03005,,,,,,,,Ciudad de Mexico,,,,,,,,,,,,,,,,,,,,,,,,19.484600,-99.177200,Mexico,"Avenida 104, zona 5, Ciudad de Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
