record_type,entity_type,id,tipo_alerta,fecha,severidad,descripcion,resuelta,nombre,codigo,ciudad,tipo,riesgo,nivel_riesgo,edad,genero,fecha_registro,email,telefono,categoria,saldo,estado,fecha_apertura,limite_credito,ip_address,user_agent,ultima_conexion,numero,fecha_expiracion,limite,monto,fraudulenta,canal,razones_sospecha,latitud,longitud,pais,direccion,start_id,end_id,distancia_km,es_anomala,cambio_pais,fecha_destino,tipo_destino,es_sospechosa,frecuencia_cliente,es_comercio_habitual,coincidencia_categoria,score_riesgo,regla_activada,prioridad,fecha_origen,tipo_operacion,es_inusual,fecha_asociacion,canal_apertura,verificada,fecha_asignacion,tipo_relacion,es_principal,fecha_emision,estado_asignacion,fecha_uso,primera_vez,veces_usado,dispositivo_nuevo,coincidencia_usuario,metodo_autenticacion,intento_fallido,tarjeta_nueva
node,Banco,BAN-01001,,,,,,Banco Central 2,BC200,Guatemala,Tradicional,False,Bajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Banco,BAN-01002,,,,,,Banco Maya 2,BC201,Quetzaltenango,Digital,True,Alto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Banco,BAN-01003,,,,,,Banco Pacifico 2,BC202,Antigua Guatemala,Tradicional,False,Medio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Banco,BAN-01004,,,,,,Banco Norte 2,BC203,San Salvador,Digital,True,Alto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Banco,BAN-01005,,,,,,Banco Digital 2,BC204,Ciudad de Mexico,Tradicional,False,Bajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-01001,,,,,,,,Guatemala,,,,,,,,,,,,,,,,,,,,,,,,14.634900,-90.506900,Guatemala,"Avenida 100, zona 1, Guatemala",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-01002,,,,,,,,Quetzaltenango,,,,,,,,,,,,,,,,,,,,,,,,14.865100,-91.541500,Guatemala,"Avenida 101, zona 2, Quetzaltenango",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-01003,,,,,,,,Antigua Guatemala,,,,,,,,,,,,,,,,,,,,,,,,14.584600,-90.751500,Guatemala,"Avenida 102, zona 3, Antigua Guatemala",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-01004,,,,,,,,San Salvador,,,,,,,,,,,,,,,,,,,,,,,,13.731900,-89.251200,El Salvador,"Avenida 103, zona 4, San Salvador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-01005,,,,,,,,Ciudad de Mexico,,,,,,,,,,,,,,,,,,,,,,,,19.484600,-99.177200,Mexico,"Avenida 104, zona 5, Ciudad de Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-01006,,,,,,,,Bogota,,,,,,,,,,,,,,,,,,,,,,,,4.776000,-74.127100,Colombia,"Avenida 105, zona 6, Bogota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-01007,,,,,,,,Madrid,,,,,,,,,,,,,,,,,,,,,,,,40.494800,-3.769800,Espana,"Avenida 106, zona 7, Madrid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-01008,,,,,,,,Miami,,,,,,,,,,,,,,,,,,,,,,,,25.852700,-80.268800,Estados Unidos,"Avenida 107, zona 8, Miami",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-01009,,,,,,,,Guatemala,,,,,,,,,,,,,,,,,,,,,,,,14.738900,-90.594900,Guatemala,"Avenida 108, zona 9, Guatemala",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-01010,,,,,,,,Quetzaltenango,,,,,,,,,,,,,,,,,,,,,,,,14.969100,-91.629500,Guatemala,"Avenida 109, zona 10, Quetzaltenango",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-01011,,,,,,,,Antigua Guatemala,,,,,,,,,,,,,,,,,,,,,,,,14.688600,-90.839500,Guatemala,"Avenida 110, zona 11, Antigua Guatemala",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-01012,,,,,,,,San Salvador,,,,,,,,,,,,,,,,,,,,,,,,13.835900,-89.339200,El Salvador,"Avenida 111, zona 12, San Salvador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Ubicacion,UBI-01013,,,,,,,,Ciudad de Mexico,,,,,,,,,,,,,,,,,,,,,,,,19.588600,-99.265200,Mexico,"Avenida 112, zona 1, Ciudad de Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
